M,"Falco Aesalon",http://harrypotter.wikia.com/wiki/Falco_Aesalon","Falco Aesalon was an Ancient Greek wizard. Being able to transform into a falcon at will, he was...","https://vignette1.wikia.nocookie.net/harrypotter/images/3/3f/Falco_Aesalon1.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/218/window-height/218?cb=20170730215754"
M,"African prince",http://harrypotter.wikia.com/wiki/African_prince","Quirinus Quirrell claimed to have received his turban from an African prince in return for...","https://vignette1.wikia.nocookie.net/harrypotter/images/2/24/Quirrel.PNG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/348/window-height/348?cb=20100619155647"
M,"Jatin Agarkar",http://harrypotter.wikia.com/wiki/Jatin_Agarkar","Jatin Agarkar was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Agnes's son",http://harrypotter.wikia.com/wiki/Agnes%27s_son","Agnes, a patient in the long-term Janus Thickey Ward at St Mungo's Hospital for Magical Maladies...","null"
M,"Cornelius Agrippa",http://harrypotter.wikia.com/wiki/Cornelius_Agrippa","Cornelius Agrippa (1486—1535) was a celebrated German wizard who authored many works on wizards...","https://vignette4.wikia.nocookie.net/harrypotter/images/7/71/Cornelius_Agrippa.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/237/window-height/237?cb=20090623023700"
M,"Uchi Akimbo",http://harrypotter.wikia.com/wiki/Uchi_Akimbo","Uchi Akimbo (born 1978-1982) was a Slytherin student at Hogwarts School of Witchcraft and...","null"
M,"Babajide Akingbade",http://harrypotter.wikia.com/wiki/Babajide_Akingbade","Babajide Akingbade was an African wizard and Uagadou graduate who succeeded Albus Dumbledore as...","null"
M,"Zakir Akram",http://harrypotter.wikia.com/wiki/Zakir_Akram","Zakir Akram was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the 1990s...","null"
M,"Nick Alas",http://harrypotter.wikia.com/wiki/Nick_Alas","Nick Alas was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the 1990s...","null"
M,"Alastor Moody's father",http://harrypotter.wikia.com/wiki/Alastor_Moody%27s_father","Mr Moody was a pure-blood wizard who worked as an Auror. He was descended from a long line of...","null"
M,"Albert",http://harrypotter.wikia.com/wiki/Albert","Albert was a student at Hogwarts School of Witchcraft and Wizardry who was sorted into...","null"
M,"Dennis Aldermaston",http://harrypotter.wikia.com/wiki/Dennis_Aldermaston","Dennis Aldermaston was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Alderton",http://harrypotter.wikia.com/wiki/Alderton","Alderton was a wizard living somewhere in the British Isles during the Second Wizarding War...","https://vignette4.wikia.nocookie.net/harrypotter/images/d/da/Alderton.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/277/window-height/277?cb=20110423143230"
M,"Archibald Alderton",http://harrypotter.wikia.com/wiki/Archibald_Alderton","Archibald Alderton (1568–1623) was a wizard who was known for blowing up the hamlet of Little...","https://vignette2.wikia.nocookie.net/harrypotter/images/2/21/Archibald_Alderton.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/399/window-height/399?cb=20090729133032"
M,"Arkie Alderton",http://harrypotter.wikia.com/wiki/Arkie_Alderton","Arkie Alderton was a well-known broomstick designer and the owner of Arkie Alderton's...","null"
M,"William Alderton",http://harrypotter.wikia.com/wiki/William_Alderton","William Alderton was allegedly the father of Alderton, a wizard who was tried for being a...","null"
M,"Christian Alexander",http://harrypotter.wikia.com/wiki/Christian_Alexander","Christian Alexander was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry. He...","null"
M,"Alguff the Awful",http://harrypotter.wikia.com/wiki/Alguff_the_Awful","Alguff the Awful was a goblin who was known for being particularly foul-smelling. He was...","https://vignette1.wikia.nocookie.net/harrypotter/images/5/5c/Alguff_the_Awful.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/221/window-height/221?cb=20170730215652"
M,"Raul Almeida",http://harrypotter.wikia.com/wiki/Raul_Almeida","Raul Almeida was a Brazilian wizard and the Keeper for the 2014 Brazilian National Quidditch...","null"
M,"Pedrus Almeidus",http://harrypotter.wikia.com/wiki/Pedrus_Almeidus","Pedrus Almeidus was a reporter for The New York Ghost in the 1920s. He wrote an article about a...","null"
M,"Yutaka Amano",http://harrypotter.wikia.com/wiki/Yutaka_Amano","Yutaka Amano was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the 1990s...","null"
M,"Ancient African sorcerer",http://harrypotter.wikia.com/wiki/Ancient_African_sorcerer","This ancient African sorcerer (fl. early 1600s) was responsible for teaching Eldon Elsrickle, a...","null"
M,"Scott Ancrum",http://harrypotter.wikia.com/wiki/Scott_Ancrum","Scott Ancrum was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the 1990s...","null"
M,"Olaf Andersen",http://harrypotter.wikia.com/wiki/Olaf_Andersen","Olaf Andersen was a Scandinavian wizard who played as a Chaser on the Nordic National Quidditch...","https://vignette2.wikia.nocookie.net/harrypotter/images/6/6d/Olaf_Andersen_-_QWC.png/revision/latest/window-crop/width/200/x-offset/119/y-offset/0/window-width/584/window-height/583?cb=20170109044607"
M,"Anderson",http://harrypotter.wikia.com/wiki/Anderson","Police Constable Anderson was a policeman who was partnered with Sergeant Fisher. In 1977, they...","null"
M,"Andrew",http://harrypotter.wikia.com/wiki/Andrew","Andrew was a Ravenclaw student at Hogwarts School during the 1990s. In 1992 he became a member...","https://vignette4.wikia.nocookie.net/harrypotter/images/f/f1/Andrew.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/422/window-height/422?cb=20090926232801"
M,"Andros the Invincible",http://harrypotter.wikia.com/wiki/Andros_the_Invincible","Andros the Invincible was a celebrated Ancient Greek wizard who, reportedly, was able to conjure...","https://vignette4.wikia.nocookie.net/harrypotter/images/7/70/Andros_the_Invencible.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/392/window-height/392?cb=20091001211559"
M,"Brandon Angel",http://harrypotter.wikia.com/wiki/Brandon_Angel","Brandon Angel was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry. He once...","null"
M,"Angus",http://harrypotter.wikia.com/wiki/Angus","Angus was a wizard around the same age as Harry Potter. He was seen outside Quality Quidditch...","https://vignette4.wikia.nocookie.net/harrypotter/images/1/1d/Angus.jpg/revision/latest/window-crop/width/200/x-offset/40/y-offset/0/window-width/298/window-height/297?cb=20090808140113"
M,"Jonny Anomaly",http://harrypotter.wikia.com/wiki/Jonny_Anomaly","Jonny Anomaly was a Muggle magician in the early 20th century. In 1926, posters were put up...","null"
M,"Anonymous author of Hairy Snout, Human Heart",http://harrypotter.wikia.com/wiki/Anonymous_author_of_Hairy_Snout,_Human_Heart","This individual (fl. 1975) was likely a werewolf (who preferred to remain anonymous) who wrote a...","null"
M,"Owen Anthony",http://harrypotter.wikia.com/wiki/Owen_Anthony","Owen Anthony was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry. He once...","null"
M,"Antioch Peverell's killer",http://harrypotter.wikia.com/wiki/Antioch_Peverell%27s_killer","This wizard (fl. between 1214 and 1291) was present in a pub when Antioch Peverell boasted of...","https://vignette1.wikia.nocookie.net/harrypotter/images/4/48/Conceptart_threebros_059.jpg/revision/latest/window-crop/width/200/x-offset/11/y-offset/0/window-width/232/window-height/231?cb=20110118141816"
M,"Apothecary shopkeeper",http://harrypotter.wikia.com/wiki/Apothecary_shopkeeper","This individual (fl. 1991) was a man who ran the Apothecary at Diagon Alley, in the 1990s. On 31...","https://vignette2.wikia.nocookie.net/harrypotter/images/7/72/Apothecary_shopkeeper.png/revision/latest/window-crop/width/200/x-offset/2/y-offset/0/window-width/250/window-height/249?cb=20130828013452"
M,"Aragog",http://harrypotter.wikia.com/wiki/Aragog","Aragog (c. 1942–20 April 1997) was an Acromantula owned by Rubeus Hagrid. Like the rest of his...","https://vignette2.wikia.nocookie.net/harrypotter/images/d/d2/Ara.jpg/revision/latest/window-crop/width/200/x-offset/114/y-offset/0/window-width/382/window-height/381?cb=20100611145604"
M,"Walter Aragon",http://harrypotter.wikia.com/wiki/Walter_Aragon","Professor Walter Aragon was a wizard. Professor Aragon worked in the capacity of Headmaster of...","https://vignette3.wikia.nocookie.net/harrypotter/images/1/19/Walter_Aragon.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/210/window-height/210?cb=20090830004749"
M,"Architect of Hogwarts",http://harrypotter.wikia.com/wiki/Architect_of_Hogwarts","This individual (fl. circa 993) was the architect responsible for planning and designing...","https://vignette1.wikia.nocookie.net/harrypotter/images/e/e1/Architect_of_Hogwarts.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/411/window-height/411?cb=20100605163015"
M,"Arcus",http://harrypotter.wikia.com/wiki/Arcus","Arcus was a wizard. It is debated whether it was he who became the Master of the Elder Wand...","null"
M,"Arkie Alderton's alleged son",http://harrypotter.wikia.com/wiki/Arkie_Alderton%27s_alleged_son","Alderton was a Muggle-born or half-blood wizard who was sent to Azkaban for "stealing magic" by...","null"
M,"Armenian warlock",http://harrypotter.wikia.com/wiki/Armenian_warlock","An Armenian warlock saved an entire village from a group of werewolves, including possibly the...","null"
M,"Arthur",http://harrypotter.wikia.com/wiki/Arthur","King Arthur was a medieval ruler of what is today Britain. Accounts of his life are legend in...","null"
M,"Arthur (Hufflepuff student)",http://harrypotter.wikia.com/wiki/Arthur_(Hufflepuff_student)","Arthur was a Hufflepuff student who attended Hogwarts School of Witchcraft and Wizardry in 1992...","https://vignette1.wikia.nocookie.net/harrypotter/images/6/69/Arthur.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/355/window-height/355?cb=20090926181624"
M,"Arthur Weasley's contact at the Floo Regulation Panel",http://harrypotter.wikia.com/wiki/Arthur_Weasley%27s_contact_at_the_Floo_Regulation_Panel","This individual was an employee at the Floo Regulation Panel at the Ministry of Magic in the...","null"
M,"Silvio Astolfi",http://harrypotter.wikia.com/wiki/Silvio_Astolfi","Silvio Astolfi was an Italian wizard who was one of the most revered broom fliers in Europe in...","https://vignette3.wikia.nocookie.net/harrypotter/images/9/96/SilvioAstolfi.png/revision/latest/window-crop/width/200/x-offset/84/y-offset/0/window-width/385/window-height/384?cb=20121118132421"
M,"Bertram Aubrey",http://harrypotter.wikia.com/wiki/Bertram_Aubrey","Bertram Aubrey was a student at Hogwarts in the 1970s. Once, he had an illegal hex (perhaps...","null"
M,"Unidentified male Auror at Hogwarts",http://harrypotter.wikia.com/wiki/Unidentified_male_Auror_at_Hogwarts","This male Auror was stationed at Hogwarts Castle's Entrance Hall during June of 1997. During the...","https://vignette2.wikia.nocookie.net/harrypotter/images/4/40/Auror_Entrance_Hall.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/354/window-height/354?cb=20100619183700"
M,"Unidentified Aurors stationed at the Great Hall",http://harrypotter.wikia.com/wiki/Unidentified_Aurors_stationed_at_the_Great_Hall","These three Aurors were placed at Hogwarts School of Witchcraft and Wizardry in the Great Hall...","null"
M,"Avery (Marauder-era)",http://harrypotter.wikia.com/wiki/Avery_(Marauder-era)","Avery was a wizard, possibly the son of Avery, and a Slytherin student at Hogwarts School of...","https://vignette2.wikia.nocookie.net/harrypotter/images/7/78/Death_Eater_-_Avery_presumed_-_GOF.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/354/window-height/354?cb=20160523234840"
M,"Avery (Riddle-era)",http://harrypotter.wikia.com/wiki/Avery_(Riddle-era)","Avery (born c. 1920s) was a pure-blood or half-blood wizard who attended Hogwarts School of...","https://vignette4.wikia.nocookie.net/harrypotter/images/6/6a/Avery_%28Riddle-era%29.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/288/window-height/288?cb=20140203121853"
M,"Aviemore station master",http://harrypotter.wikia.com/wiki/Aviemore_station_master","This individual worked as the station master at Aviemore train station in 1981. He speaks in...","null"
M,"Archie Aymslowe",http://harrypotter.wikia.com/wiki/Archie_Aymslowe","Archie Aymslowe was a wizard and president of the Fresh Air Refreshes Totally (F.A.R.T...","https://vignette1.wikia.nocookie.net/harrypotter/images/e/e8/ArchieAymslowe.png/revision/latest/window-crop/width/200/x-offset/5/y-offset/0/window-width/267/window-height/266?cb=20160530000951"
M,"Michael Babatola",http://harrypotter.wikia.com/wiki/Michael_Babatola","Michael Babatola was a Muggle nurse who worked in St David's Hospital. Babatola was an important...","https://vignette3.wikia.nocookie.net/harrypotter/images/7/78/MichaelBabatola.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/486/window-height/486?cb=20161204222311"
M,"Malcolm Baddock",http://harrypotter.wikia.com/wiki/Malcolm_Baddock","Malcolm Baddock (born c. 1982-1983) was a Slytherin student at Hogwarts School of Witchcraft and...","null"
M,"Patrick Bagby",http://harrypotter.wikia.com/wiki/Patrick_Bagby","Patrick Bagby was a Hufflepuff student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Ludovic Bagman's father",http://harrypotter.wikia.com/wiki/Ludovic_Bagman%27s_father","Mr Bagman (fl.1981) was a wizard and father of Ludo and Otto. He was a friend of Augustus...","null"
M,"Ludovic Bagman",http://harrypotter.wikia.com/wiki/Ludovic_Bagman","Ludovic "Ludo" Bagman (fl. 1981-2014) was an English wizard and Ministry of Magic employee...","https://vignette3.wikia.nocookie.net/harrypotter/images/7/71/LudoBagman.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/290/window-height/290?cb=20111028215525"
M,"Otto Bagman",http://harrypotter.wikia.com/wiki/Otto_Bagman","Otto Bagman was the brother of Ludovic Bagman. He once had a problem with a magical lawn mower...","null"
M,"Fred Baille",http://harrypotter.wikia.com/wiki/Fred_Baille","Fred Baille was a Muggle singer in the early 20th century. He was the leader of the famous...","null"
M,"Arjuna Balaji",http://harrypotter.wikia.com/wiki/Arjuna_Balaji","Arjuna Balaji was a Ravenclaw student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Bald Healer",http://harrypotter.wikia.com/wiki/Bald_Healer","This individual participated in the Battle of Hogwarts having taken care of the injured in the...","https://vignette3.wikia.nocookie.net/harrypotter/images/0/01/HPDH2-2494.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/355/window-height/355?cb=20111207162517"
M,"Alistair Ballcocke",http://harrypotter.wikia.com/wiki/Alistair_Ballcocke","Alistair Ballcocke was a wizard whose name was carved into a wood panel on the wall of Professor...","https://vignette3.wikia.nocookie.net/harrypotter/images/3/33/Ballcocke.jpg/revision/latest/window-crop/width/200/x-offset/561/y-offset/0/window-width/801/window-height/800?cb=20160705000809"
M,"Alistaire Ballcocke",http://harrypotter.wikia.com/wiki/Alistaire_Ballcocke","Alistaire Ballcocke was a wizard who appeared on the Marauder's Map in the winter of 1993...","null"
M,"Pete Balsall",http://harrypotter.wikia.com/wiki/Pete_Balsall","Pete Balsall was a Gryffindor student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Humphrey Balsamo",http://harrypotter.wikia.com/wiki/Humphrey_Balsamo","Humphrey Balsamo was a shop assistant working at Slug& Jiggers, a potion shop on Diagon Alley...","https://vignette2.wikia.nocookie.net/harrypotter/images/5/5f/HumphreyBalsamo.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/341/window-height/341?cb=20161230021402"
M,"Damien Bandrel",http://harrypotter.wikia.com/wiki/Damien_Bandrel","Damien Bandrel, also known by the nickname Black Scorpion, was an American wizarding criminal...","https://vignette4.wikia.nocookie.net/harrypotter/images/2/29/Damien_Bandrel_-_wanted_poster.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/250/window-height/250?cb=20170331040510"
M,"Bane",http://harrypotter.wikia.com/wiki/Bane","Bane was a centaur living as part of the Forbidden Forest Centaur colony. Late in May of 1992...","https://vignette3.wikia.nocookie.net/harrypotter/images/8/86/08.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/203/window-height/203?cb=20100712171001"
M,"Heathcote Barbary",http://harrypotter.wikia.com/wiki/Heathcote_Barbary","Heathcote Barbary (b. 1974) was the rhythm guitarist for the popular band the Weird Sisters. He...","https://vignette1.wikia.nocookie.net/harrypotter/images/0/0a/Heathcote_Barbary.JPG/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/286/window-height/286?cb=20100109231502"
M,"José Barboza",http://harrypotter.wikia.com/wiki/Jos%C3%A9_Barboza","José Barboza was a Brazilian wizard, who, in the 2010s, worked as manager of the Brazilian...","null"
M,"Bartholomew Barebone",http://harrypotter.wikia.com/wiki/Bartholomew_Barebone","Bartholomew Barebone was an American No-Maj who lived during the 18th century. Descended from...","null"
M,"Credence Barebone",http://harrypotter.wikia.com/wiki/Credence_Barebone","Credence Barebone was an American wizard who lived during the 20th century. He was the adopted...","https://vignette1.wikia.nocookie.net/harrypotter/images/9/9c/20799354_1377500235698004_8966952077969187366_n.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/754/window-height/754?cb=20170813175625"
M,"Lucas Bargeworthy",http://harrypotter.wikia.com/wiki/Lucas_Bargeworthy","Lucas Bargeworthy was an English wizard who played as a Beater for the English National...","null"
M,"Barker (Muggle)",http://harrypotter.wikia.com/wiki/Barker_(Muggle)","Barker was an American No-Maj man who worked as an assistant to Henry Shaw Senior at the Shaw...","https://vignette4.wikia.nocookie.net/harrypotter/images/3/37/Barker.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/278/window-height/278?cb=20170114125020"
M,"Barman at the Three Broomsticks",http://harrypotter.wikia.com/wiki/Barman_at_the_Three_Broomsticks","This barman was employed at the Three Broomsticks Inn by Madam Rosmerta during the 1990s. In...","null"
M,"Barnabas the Barmy",http://harrypotter.wikia.com/wiki/Barnabas_the_Barmy","Barnabas the Barmy was a wizard who made a foolish attempt to train trolls for the ballet. A...","https://vignette2.wikia.nocookie.net/harrypotter/images/3/36/Barnabas_the_Barmy_crop.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/205/window-height/205?cb=20130523164657"
M,"Maxwell Barnett",http://harrypotter.wikia.com/wiki/Maxwell_Barnett","Maxwell Barnett was a wizard versed in the art of Occlumency, who wrote a book the subject...","null"
M,"Old Posh Baron",http://harrypotter.wikia.com/wiki/Old_Posh_Baron","The Old Posh Baron was a Portrait at Hogwarts Castle, portraying a kind, polite old nobleman. In...","https://vignette4.wikia.nocookie.net/harrypotter/images/5/50/Old_Posh_Baron.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/219/window-height/219?cb=20111124001925"
M,"J. M. Barrie",http://harrypotter.wikia.com/wiki/J._M._Barrie","James Matthew Barrie (9 May 1860 – 19 June 1937) was a Scottish novelist and playwright, best...","null"
M,"Baruffio",http://harrypotter.wikia.com/wiki/Baruffio","Baruffio was a wizard with a speech impediment. On account of his condition, he did not seem to...","null"
M,"Ali Bashir",http://harrypotter.wikia.com/wiki/Ali_Bashir","Ali Bashir was a wizarding merchant who eagerly wanted to export flying carpets to Britain. He...","null"
M,"Basil",http://harrypotter.wikia.com/wiki/Basil","Basil was a Ministry of Magic employee. In the 1990s, Basil worked for the Department of Magical...","null"
M,"Tristram Bassenthwaite",http://harrypotter.wikia.com/wiki/Tristram_Bassenthwaite","Tristram Bassenthwaite was a Slytherin student at Hogwarts School of Witchcraft and Wizardry in...","null"
M,"John Bastedo",http://harrypotter.wikia.com/wiki/John_Bastedo","John Bastedo (also known as Wolf) was an American wizarding criminal who operated in the 1920s...","https://vignette1.wikia.nocookie.net/harrypotter/images/c/c6/John_Bastedo_-_wanted_poster.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/227/window-height/227?cb=20170404165756"
M,"Podric Batworthy",http://harrypotter.wikia.com/wiki/Podric_Batworthy","Podric Batworthy, O.M. (First Class), (Grand Sorc.), was a wizard whose portrait hung at...","https://vignette3.wikia.nocookie.net/harrypotter/images/1/1b/PodricBatworthy2.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/426/window-height/426?cb=20141127220054"
M,"Podric Batworthy XXIII",http://harrypotter.wikia.com/wiki/Podric_Batworthy_XXIII","Podric Batworthy XXIII was a wizard and the owner of the Beard Trimming barbershop in Knockturn...","null"
M,"Charlie Baverstock",http://harrypotter.wikia.com/wiki/Charlie_Baverstock","Charlie Baverstock was a wizard from New Zealand who worked as manager of the New Zealand...","null"
M,"Oswald Beamish",http://harrypotter.wikia.com/wiki/Oswald_Beamish","Oswald Beamish (1850 - 1932) was a wizard, an activist and a pioneer for Goblin rights. He is...","https://vignette3.wikia.nocookie.net/harrypotter/images/6/66/Oswald_Beamish.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/440/window-height/440?cb=20091201161335"
M,"Martin Beccles",http://harrypotter.wikia.com/wiki/Martin_Beccles","Martin Beccles was a Hufflepuff student at Hogwarts School of Witchcraft and Wizardry in the...","null"
M,"Bedivere",http://harrypotter.wikia.com/wiki/Bedivere","Sir Bedivere was one of the Knights of the Round Table who served King Arthur in medieval times...","null"
M,"Beedle the Bard",http://harrypotter.wikia.com/wiki/Beedle_the_Bard","Beedle the Bard (fl. 15th century) was an author of wizarding fairytales. Beedle was born in...","https://vignette2.wikia.nocookie.net/harrypotter/images/4/4a/Beedle_The_Bard_on_the_cover_of_his_own_tales.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/431/window-height/431?cb=20130225234029"
M,"Herbert Beery",http://harrypotter.wikia.com/wiki/Herbert_Beery","Professor Herbert Beery was a professor of Herbology at Hogwarts School of Witchcraft and...","null"
M,"Flavius Belby",http://harrypotter.wikia.com/wiki/Flavius_Belby","Flavius Belby (1715 - 1791) was a wizard who survived a Lethifold attack in Papua New Guinea in...","https://vignette2.wikia.nocookie.net/harrypotter/images/d/d2/Flavius_Belby.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20090904145423"
M,"Marcus Belby",http://harrypotter.wikia.com/wiki/Marcus_Belby","Marcus Belby (born c. 1979) was a wizard, and a Ravenclaw student at Hogwarts School of...","https://vignette2.wikia.nocookie.net/harrypotter/images/d/d4/Robert_knox.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/368/window-height/368?cb=20140328073139"
M,"Marcus Belby's father",http://harrypotter.wikia.com/wiki/Marcus_Belby%27s_father","Mr Belby (fl.1996) was the father of Marcus Belby. He did not get along with Marcus's uncle...","null"
M,"Eugene Belcher",http://harrypotter.wikia.com/wiki/Eugene_Belcher","Eugene Belcher Biographical information Blood status No-Maj Physical information Species Human...","null"
M,"Humphrey Belcher",http://harrypotter.wikia.com/wiki/Humphrey_Belcher","Humphrey Belcher was a wizard who believed that a cheese cauldron was a good idea. Albus...","null"
M,"Katie Bell's father",http://harrypotter.wikia.com/wiki/Katie_Bell%27s_father","Mr Bell (fl.1997) was the father of Katie Bell. After being discharged from St Mungo's Hospital...","null"
M,"Albert Bellchant",http://harrypotter.wikia.com/wiki/Albert_Bellchant","Albert Belchant was a student at Hogwarts School of Witchcraft and Wizardry and member of the up...","null"
M,"Astor Bellchant",http://harrypotter.wikia.com/wiki/Astor_Bellchant","Astor Bellchant was a wizard and member of the Bellchants, a prominent wizarding family. He had...","https://vignette4.wikia.nocookie.net/harrypotter/images/8/84/AstorBellchant.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/401/window-height/401?cb=20161204152711"
M,"Bem",http://harrypotter.wikia.com/wiki/Bem","Bem (born c. 1979-1980) was a Nigerian wizard who attended Hogwarts School of Witchcraft and...","https://vignette3.wikia.nocookie.net/harrypotter/images/0/01/Student.jpg/revision/latest/window-crop/width/200/x-offset/116/y-offset/0/window-width/567/window-height/566?cb=20090406213642"
M,"Benedict",http://harrypotter.wikia.com/wiki/Benedict","Brother Benedict was a Franciscan monk from Worcestershire during the Middle Ages. While in the...","null"
